t_s,i_gate_A,R_ohm,G_S,G_nv (S),G_volatile (S),drift_on
9.235514530607161765e-01,0.000000000000000000e+00,3.530642159817202810e+02,2.832345943695903975e-03,2.820220413165652317e-03,1.212553053025181166e-05,0.000000000000000000e+00
9.239295257137519757e-01,0.000000000000000000e+00,3.530978273199772275e+02,2.832076333037869629e-03,2.820220310321559700e-03,1.185602271631001352e-05,0.000000000000000000e+00
9.243265019994395537e-01,0.000000000000000000e+00,3.531320781744479973e+02,2.831801645349244639e-03,2.820220202335266615e-03,1.158144301397818652e-05,0.000000000000000000e+00
9.247433270994115384e-01,0.000000000000000000e+00,3.531669317927174916e+02,2.831522178262502361e-03,2.820220088949663192e-03,1.130208931283908095e-05,0.000000000000000000e+00
9.251809934543820946e-01,0.000000000000000000e+00,3.532023469468017538e+02,2.831238265103082526e-03,2.820219969894784823e-03,1.101829520829777402e-05,0.000000000000000000e+00
9.256405431271012008e-01,0.000000000000000000e+00,3.532382778656960909e+02,2.830950275383823864e-03,2.820219844887168151e-03,1.073043049665589857e-05,0.000000000000000000e+00
9.261230702834563067e-01,0.000000000000000000e+00,3.532746742065824037e+02,2.830658614988165647e-03,2.820219713629176696e-03,1.043890135898901618e-05,0.000000000000000000e+00
9.266297237976290901e-01,0.000000000000000000e+00,3.533114810696664563e+02,2.830363726003057821e-03,2.820219575808292651e-03,1.014415019476527708e-05,0.000000000000000000e+00
9.271617099875105739e-01,0.000000000000000000e+00,3.533486390615028654e+02,2.830066086163537682e-03,2.820219431096371385e-03,9.846655067166333396e-06,0.000000000000000000e+00
9.277202954868860596e-01,0.000000000000000000e+00,3.533860844114184374e+02,2.829766207873035677e-03,2.820219279148862990e-03,9.546928724172774850e-06,0.000000000000000000e+00
9.283068102612304084e-01,0.000000000000000000e+00,3.534237491452435052e+02,2.829464636766780214e-03,2.820219119603988283e-03,9.245517162792022428e-06,0.000000000000000000e+00
9.289226507742919248e-01,0.000000000000000000e+00,3.534615613199887321e+02,2.829161949790348109e-03,2.820218952081879685e-03,8.942997708468501883e-06,0.000000000000000000e+00
9.295692833130064781e-01,0.000000000000000000e+00,3.534994453223509936e+02,2.828858752771491909e-03,2.820218776183676564e-03,8.639976587815186368e-06,0.000000000000000000e+00
9.302482474786567535e-01,0.000000000000000000e+00,3.535373222329846499e+02,2.828555677470991157e-03,2.820218591490575473e-03,8.337085980415526141e-06,0.000000000000000000e+00
9.309611598525896481e-01,0.000000000000000000e+00,3.535751102573323692e+02,2.828253378107409288e-03,2.820218397562833119e-03,8.034980544576023786e-06,0.000000000000000000e+00
9.317097178452191653e-01,0.000000000000000000e+00,3.536127252224765698e+02,2.827952527361244847e-03,2.820218193938718587e-03,7.734333422526070258e-06,0.000000000000000000e+00
9.324957037374801416e-01,0.000000000000000000e+00,3.536500811379614220e+02,2.827653811875962576e-03,2.820217980133414831e-03,7.435831742547728111e-06,0.000000000000000000e+00
9.333209889243541113e-01,0.000000000000000000e+00,3.536870908168720007e+02,2.827357927286547421e-03,2.820217755637863775e-03,7.140171648683567778e-06,0.000000000000000000e+00
9.341875383705717795e-01,0.000000000000000000e+00,3.537236665516744551e+02,2.827065572820282226e-03,2.820217519917555052e-03,6.848052902727127134e-06,0.000000000000000000e+00
9.350974152891003977e-01,0.000000000000000000e+00,3.537597208374685351e+02,2.826777445529024199e-03,2.820217272411252706e-03,6.560173117771366743e-06,0.000000000000000000e+00
9.360527860535554634e-01,0.000000000000000000e+00,3.537951671334418506e+02,2.826494234226855067e-03,2.820217012529659464e-03,6.277221697195804422e-06,0.000000000000000000e+00
9.370559253562332769e-01,0.000000000000000000e+00,3.538299206515147262e+02,2.826216613221058886e-03,2.820216739654013340e-03,5.999873567045728212e-06,0.000000000000000000e+00
9.381092216240449755e-01,0.000000000000000000e+00,3.538638991595093444e+02,2.825945235937264363e-03,2.820216453134614422e-03,5.728782802649890453e-06,0.000000000000000000e+00
9.392151827052471758e-01,0.000000000000000000e+00,3.538970237847552767e+02,2.825680728550610584e-03,2.820216152289277932e-03,5.464576261332663213e-06,0.000000000000000000e+00
9.403764418405095027e-01,0.000000000000000000e+00,3.539292198029491487e+02,2.825423683743184984e-03,2.820215836401710526e-03,5.207847341474601057e-06,0.000000000000000000e+00
9.415957639325349682e-01,0.000000000000000000e+00,3.539604173964131633e+02,2.825174654713053912e-03,2.820215504719804193e-03,4.959149993249511410e-06,0.000000000000000000e+00
9.428760521291617014e-01,0.000000000000000000e+00,3.539905523657216690e+02,2.824934149561314587e-03,2.820215156453846454e-03,4.718993107468066734e-06,0.000000000000000000e+00
9.442203547356198268e-01,0.000000000000000000e+00,3.540195667790640641e+02,2.824702626180202857e-03,2.820214790774638620e-03,4.487835405564386568e-06,0.000000000000000000e+00
9.456318724724007696e-01,0.000000000000000000e+00,3.540474095447228819e+02,2.824480487757052936e-03,2.820214406811523411e-03,4.266080945529582285e-06,0.000000000000000000e+00
9.471139660960208317e-01,0.000000000000000000e+00,3.540740368936874916e+02,2.824268078995735738e-03,2.820214003650310663e-03,4.054075345425165327e-06,0.000000000000000000e+00
9.486701644008218581e-01,0.000000000000000000e+00,3.540994127616667129e+02,2.824065683139296602e-03,2.820213580331101550e-03,3.852102808195179213e-06,0.000000000000000000e+00
9.503041726208629747e-01,0.000000000000000000e+00,3.541235090625508519e+02,2.823873519855368570e-03,2.820213135846002649e-03,3.660384009366104205e-06,0.000000000000000000e+00
9.520198812519061748e-01,0.000000000000000000e+00,3.541463058485836086e+02,2.823691744020487282e-03,2.820212669136727256e-03,3.479074883760017586e-06,0.000000000000000000e+00
9.538213753145015072e-01,0.000000000000000000e+00,3.541677913559924491e+02,2.823520445411841460e-03,2.820212179092073963e-03,3.308266319767472471e-06,0.000000000000000000e+00
9.557129440802265563e-01,0.000000000000000000e+00,3.541879619383935278e+02,2.823359649286830576e-03,2.820211664545282937e-03,3.147984741547732791e-06,0.000000000000000000e+00
9.576990912842379133e-01,0.000000000000000000e+00,3.542068218937217807e+02,2.823209317803725745e-03,2.820211124271257332e-03,2.998193532468210362e-06,0.000000000000000000e+00
9.597040912842379479e-01,0.000000000000000000e+00,3.542237446938710264e+02,2.823074440885448878e-03,2.820210578868981473e-03,2.863862016467482649e-06,0.000000000000000000e+00
9.600000000000000755e-01,0.000000000000000000e+00,3.542260784133039806e+02,2.823055841849169897e-03,2.820210498375580899e-03,2.845343473589203039e-06,0.000000000000000000e+00
9.601000000000000645e-01,-1.000000000000000036e-10,3.541623871841414939e+02,2.823563529573976973e-03,2.820570201886266493e-03,2.993327687710635607e-06,1.000000000000000000e+00
9.602050000000000862e-01,-1.000000000000000036e-10,3.540956891838380898e+02,2.824095380276780975e-03,2.820947851943500419e-03,3.147528333280632295e-06,1.000000000000000000e+00
9.603152500000000646e-01,-1.000000000000000036e-10,3.540258506368579106e+02,2.824652488514886074e-03,2.821344342026102254e-03,3.308146488783735663e-06,1.000000000000000000e+00
9.604310125000000697e-01,-1.000000000000000036e-10,3.539527325346027737e+02,2.825235993628722863e-03,2.821760609908696010e-03,3.475383720027066121e-06,1.000000000000000000e+00
9.605525631250000362e-01,-1.000000000000000036e-10,3.538761904888067988e+02,2.825847081202910969e-03,2.822197639840077002e-03,3.649441362833854873e-06,1.000000000000000000e+00
9.606801912812500399e-01,-1.000000000000000036e-10,3.537960745847949511e+02,2.826486984553380679e-03,2.822656464827094994e-03,3.830519726285620976e-06,1.000000000000000000e+00
9.608142008453125493e-01,-1.000000000000000036e-10,3.537122292347631856e+02,2.827156986241172870e-03,2.823138169029003244e-03,4.018817212169504562e-06,1.000000000000000000e+00
9.609549108875782286e-01,-1.000000000000000036e-10,3.536244930311996768e+02,2.827858419613971108e-03,2.823643890267480208e-03,4.214529346491045742e-06,1.000000000000000000e+00
9.611026564319571364e-01,-1.000000000000000036e-10,3.535326986005176195e+02,2.828592670376928447e-03,2.824174822657726704e-03,4.417847719201859242e-06,1.000000000000000000e+00
9.612577892535549839e-01,-1.000000000000000036e-10,3.534366724569084113e+02,2.829361178195003747e-03,2.824732219366314113e-03,4.628958828689739991e-06,1.000000000000000000e+00
9.614206787162327128e-01,-1.000000000000000036e-10,3.533362348563461524e+02,2.830165438329765651e-03,2.825317395501675613e-03,4.848042828089871818e-06,1.000000000000000000e+00
9.615917126520443503e-01,-1.000000000000000036e-10,3.532311996505836191e+02,2.831007003314543486e-03,2.825931731143418654e-03,5.075272171124719974e-06,1.000000000000000000e+00
9.617712982846465808e-01,-1.000000000000000036e-10,3.531213741408656119e+02,2.831887484672860385e-03,2.826576674516887572e-03,5.310810155972702706e-06,1.000000000000000000e+00
9.619598631988789394e-01,-1.000000000000000036e-10,3.530065589309598977e+02,2.832808554686309498e-03,2.827253745319685367e-03,5.554809366624219281e-06,1.000000000000000000e+00
9.621578563588228938e-01,-1.000000000000000036e-10,3.528865477789497049e+02,2.833771948219477449e-03,2.827964538207159047e-03,5.807410012318453026e-06,1.000000000000000000e+00
9.623657491767639849e-01,-1.000000000000000036e-10,3.527611274470623357e+02,2.834779464611124258e-03,2.828710726444140858e-03,6.068738166983398240e-06,1.000000000000000000e+00
9.625840366356022137e-01,-1.000000000000000036e-10,3.526300775486084831e+02,2.835832969642682923e-03,2.829494065730547413e-03,6.338903912135680484e-06,1.000000000000000000e+00
9.628132384673823152e-01,-1.000000000000000036e-10,3.524931703908862914e+02,2.836934397597210954e-03,2.830316398208763094e-03,6.617999388447803342e-06,1.000000000000000000e+00
9.630539003907514495e-01,-1.000000000000000036e-10,3.523501708126597691e+02,2.838085753424219888e-03,2.831179656661048094e-03,6.906096763171674994e-06,1.000000000000000000e+00
9.633065954102890682e-01,-1.000000000000000036e-10,3.522008360145484289e+02,2.839289115028371859e-03,2.832085868905557993e-03,7.203246122813756556e-06,1.000000000000000000e+00
9.635719251808034791e-01,-1.000000000000000036e-10,3.520449153803738795e+02,2.840546635702805717e-03,2.833037162399902609e-03,7.509473302903236743e-06,1.000000000000000000e+00
9.638505214398436216e-01,-1.000000000000000036e-10,3.518821502871917346e+02,2.841860546730890467e-03,2.834035769061525774e-03,7.824777669364678409e-06,1.000000000000000000e+00
9.641430475118357712e-01,-1.000000000000000036e-10,3.517122739014070021e+02,2.843233160183436959e-03,2.835084030314544579e-03,8.149129868892294966e-06,1.000000000000000000e+00
9.644501998874275284e-01,-1.000000000000000036e-10,3.515350109580185176e+02,2.844666871941876809e-03,2.836184402373067865e-03,8.482469568808767633e-06,1.000000000000000000e+00
9.647727098817988622e-01,-1.000000000000000036e-10,3.513500775196840209e+02,2.846164164981509342e-03,2.837339461771370194e-03,8.824703210139316564e-06,1.000000000000000000e+00
9.651113453758888294e-01,-1.000000000000000036e-10,3.511571807119356663e+02,2.847727612952698564e-03,2.838551911151690477e-03,9.175701801008036810e-06,1.000000000000000000e+00
9.654669126446833172e-01,-1.000000000000000036e-10,3.509560184305259440e+02,2.849359884101707301e-03,2.839824585320796946e-03,9.535298780910436136e-06,1.000000000000000000e+00
9.658402582769174405e-01,-1.000000000000000036e-10,3.507462790165428714e+02,2.851063745576714117e-03,2.841160457586843976e-03,9.903287989869995227e-06,1.000000000000000000e+00
9.662322711907632700e-01,-1.000000000000000036e-10,3.505276408946333504e+02,2.852842068168297360e-03,2.842562646388435265e-03,1.027942177986195313e-05,1.000000000000000000e+00
9.666438847503013854e-01,-1.000000000000000036e-10,3.502997721694067650e+02,2.854697831537255075e-03,2.844034422228166117e-03,1.066340930908875978e-05,1.000000000000000000e+00
9.670760789878164454e-01,-1.000000000000000036e-10,3.500623301748930771e+02,2.856634129985921155e-03,2.845579214923313512e-03,1.105491506260767375e-05,1.000000000000000000e+00
9.675298829372073195e-01,-1.000000000000000036e-10,3.498149609718059878e+02,2.858654178831982178e-03,2.847200621186674833e-03,1.145355764530753681e-05,1.000000000000000000e+00
9.680063770840676707e-01,-1.000000000000000036e-10,3.495572987873403008e+02,2.860761321446097464e-03,2.848902412550926092e-03,1.185890889517125720e-05,1.000000000000000000e+00
9.685066959382711005e-01,-1.000000000000000036e-10,3.492889653923309083e+02,2.862959037016164429e-03,2.850688543650179221e-03,1.227049336598520101e-05,1.000000000000000000e+00
9.690320307351846241e-01,-1.000000000000000036e-10,3.490095694108412090e+02,2.865250949101733145e-03,2.852563160872732904e-03,1.268778822900019679e-05,1.000000000000000000e+00
9.695836322719438849e-01,-1.000000000000000036e-10,3.487187055576583248e+02,2.867640835041631187e-03,2.854530611399281551e-03,1.311022364234967157e-05,1.000000000000000000e+00
9.700000000000000844e-01,-1.000000000000000036e-10,3.485012728611235389e+02,2.869429978806695147e-03,2.856014966624226010e-03,1.341501218246926115e-05,1.000000000000000000e+00
9.702005000000001322e-01,0.000000000000000000e+00,3.485213401493722358e+02,2.869264761725670663e-03,2.856014911366126698e-03,1.324985035954392560e-05,0.000000000000000000e+00
9.704110250000000937e-01,0.000000000000000000e+00,3.485420703798640716e+02,2.869094106516709066e-03,2.856014853345123332e-03,1.307925317158593412e-05,0.000000000000000000e+00
9.706320762500001420e-01,0.000000000000000000e+00,3.485634685664369385e+02,2.868917973856453720e-03,2.856014792423071207e-03,1.290318143338240686e-05,0.000000000000000000e+00
9.708641800625001927e-01,0.000000000000000000e+00,3.485855380036222186e+02,2.868736338653294412e-03,2.856014728454917950e-03,1.272161019837637933e-05,0.000000000000000000e+00
9.711078890656251739e-01,0.000000000000000000e+00,3.486082800937759885e+02,2.868549191462115878e-03,2.856014661288358743e-03,1.253453017375717979e-05,0.000000000000000000e+00
9.713637835189063985e-01,0.000000000000000000e+00,3.486316941694780667e+02,2.868356539936028904e-03,2.856014590763473332e-03,1.234194917255572944e-05,0.000000000000000000e+00
9.716324726948517565e-01,0.000000000000000000e+00,3.486557773124637833e+02,2.868158410304511713e-03,2.856014516712345689e-03,1.214389359216611200e-05,0.000000000000000000e+00
9.719145963295943158e-01,0.000000000000000000e+00,3.486805241706044285e+02,2.867954848865358897e-03,2.856014438958663290e-03,1.194040990669569124e-05,0.000000000000000000e+00
9.722108261460740142e-01,0.000000000000000000e+00,3.487059267747139302e+02,2.867745923475694889e-03,2.856014357317299482e-03,1.173156615839533727e-05,0.000000000000000000e+00
9.725218674533776531e-01,0.000000000000000000e+00,3.487319743572393236e+02,2.867531725025033052e-03,2.856014271593869825e-03,1.151745343116317624e-05,0.000000000000000000e+00
9.728484608260464794e-01,0.000000000000000000e+00,3.487586531751796315e+02,2.867312368871046454e-03,2.856014181584271960e-03,1.129818728677458403e-05,0.000000000000000000e+00
9.731913838673488248e-01,0.000000000000000000e+00,3.487859463398741582e+02,2.867087996216312069e-03,2.856014087074196846e-03,1.107390914211508160e-05,0.000000000000000000e+00
9.735514530607162209e-01,0.000000000000000000e+00,3.488138336565935447e+02,2.866858775401946550e-03,2.856013987838621794e-03,1.084478756332467854e-05,0.000000000000000000e+00
9.739295257137520201e-01,0.000000000000000000e+00,3.488422914771552428e+02,2.866624903091738018e-03,2.856013883641271827e-03,1.061101945046611690e-05,0.000000000000000000e+00
9.743265019994395981e-01,0.000000000000000000e+00,3.488712925690552424e+02,2.866386605318237656e-03,2.856013774234058503e-03,1.037283108417912346e-05,0.000000000000000000e+00
9.747433270994115828e-01,0.000000000000000000e+00,3.489008060048495850e+02,2.866144138360346341e-03,2.856013659356489241e-03,1.013047900385697965e-05,0.000000000000000000e+00
9.751809934543821390e-01,0.000000000000000000e+00,3.489307970757270141e+02,2.865897789420330383e-03,2.856013538735046719e-03,9.884250685283745138e-06,0.000000000000000000e+00
